"","island","cover_type","Kfs","notes","sheet","source"
"276","Hawaii","forests",0.704116572,"Young","6e1c78c3-94f1-497f-9b3b-b617ca041dfb","Fortini_2017"
"277","Hawaii","forests",166.5305236,"Young","75d4c159-3a35-4760-8b27-338a5d461797","Fortini_2017"
"278","Hawaii","forests",10.18131638,"Young","74565082-6219-4989-945e-a18a7bd7d370","Fortini_2017"
"279","Hawaii","forests",0.64139886,"Young","caf9a781-eaa8-4508-95cc-2a5ecca8a6c4","Fortini_2017"
"280","Hawaii","forests",69.09614309,"Young","8dc4dd0f-d1fd-40ca-bafb-db5e38a5d284","Fortini_2017"
"281","Hawaii","forests",146.4097008,"Young","d853cbcb-6f2d-41da-86fe-e853fee93735","Fortini_2017"
"282","Hawaii","forests",369.9981063,"Young","d6419d55-a61d-400a-b9d4-7769f3a2112a","Fortini_2017"
"283","Hawaii","forests",5.991670004,"Young","0e240538-d2b9-4c01-93be-ba6827fa86e0","Fortini_2017"
"284","Hawaii","forests",0.467759046,"Young","73de7e3a-7897-4ba8-bfce-5b610964ebcd","Fortini_2017"
"285","Hawaii","forests",1471.427954,"Young","12c57946-01e4-42ec-98a4-5aee898d7339","Fortini_2017"
"286","Hawaii","forests",6.609883234,"Young","5e990af9-874f-49b6-afbe-0bf4613cc840","Fortini_2017"
"287","Hawaii","forests",129.3639584,"Young","a24a063f-f16b-4800-b52d-1b89dfd4b8db","Fortini_2017"
"288","Hawaii","forests",71.9760307,"Young","b5902396-8e27-4aa8-ae4d-a8e895b50f95","Fortini_2017"
"289","Hawaii","forests",939.1488111,"Young","e417fa28-d578-4676-99c6-7e1200d3be64","Fortini_2017"
"290","Hawaii","forests",329.3613829,"Medium","5de90379-e949-49e3-b86e-9c39c2a00375","Fortini_2017"
"291","Hawaii","forests",3384.554516,"Medium","9dd2ffdd-3c4d-4151-af69-48e8ac12221b","Fortini_2017"
"292","Hawaii","forests",172.9387834,"Medium","2d28dfa8-c560-4c9d-8aad-2e2a5b1ec7de","Fortini_2017"
"293","Hawaii","forests",24.13161149,"Medium","e968136f-87e2-41eb-8230-560273ad372c","Fortini_2017"
"294","Hawaii","forests",45.6759206,"Medium","71c1e640-a67b-469a-8cb5-0089274a7759","Fortini_2017"
"295","Hawaii","forests",150.6834731,"Medium","9b9da0fc-6716-444e-9b40-7da3b633999d","Fortini_2017"
"296","Hawaii","forests",20.88372607,"Medium","dde95f36-11a3-41d0-bf8e-1b1b7fb93828","Fortini_2017"
"297","Hawaii","forests",60.78836192,"Medium","cf04c1c2-4135-44b5-ad52-bddc9a300139","Fortini_2017"
"298","Hawaii","forests",332.3939609,"Medium","c4e3a3f7-db55-42fc-8a5f-38c728e4ddf4","Fortini_2017"
"299","Hawaii","forests",12506.45524,"Medium","80d211c6-adba-431f-ba08-177d9870bbac","Fortini_2017"
"300","Hawaii","forests",638.0605289,"Medium","dc42d88f-5244-44c7-8803-463f50e246ab","Fortini_2017"
"301","Hawaii","forests",135.0824298,"Medium","2eeb7870-34f3-4d02-8f56-35ec69695b6c","Fortini_2017"
"302","Hawaii","forests",34.75252834,"Medium","e205a1ba-f01c-4c28-98ee-e448c39e38b8","Fortini_2017"
"303","Hawaii","forests",624.9511748,"Medium","91ef1e6d-36b8-4b42-baaa-d8d46e657555","Fortini_2017"
"304","Hawaii","forests",251.6421352,"Medium","b56528c1-99aa-473c-a95e-6ccfc09fe8c2","Fortini_2017"
"305","Hawaii","forests",216.1570297,"Medium","25003bba-662e-42f7-9ed8-c4a139312a11","Fortini_2017"
"306","Hawaii","forests",251.0535554,"Medium","b6cd58cb-88b5-4fa8-83fc-a9d69ffad4dd","Fortini_2017"
"307","Hawaii","forests",1.891077111,"Young","e3d554c2-8d13-4bb5-8569-50232d5e107c","Fortini_2017"
"308","Hawaii","forests",48.34545171,"Young","00315b90-2b43-4642-a732-ceb6bba2d387","Fortini_2017"
"309","Hawaii","forests",244.9403846,"Young","02ddae95-cf2b-4fed-86f9-470cfb86722a","Fortini_2017"
"310","Hawaii","forests",48.28414559,"Young","4d4e1dac-f8c1-4ed0-8ab3-f892702a70d6","Fortini_2017"
"311","Hawaii","forests",138.821173,"Young","166c2ab3-65ff-488c-9964-0e4554be44f1","Fortini_2017"
"312","Hawaii","forests",0.747480417,"Young","04621996-5e0b-4722-9c22-165c23d479f7","Fortini_2017"
"313","Hawaii","forests",304.6220225,"Young","409e0591-c706-4167-8b3f-945bc58ddf8f","Fortini_2017"
"314","Hawaii","forests",-0.035042358,"Young","54c90a98-80ae-4c3d-b842-32883f057a7d","Fortini_2017"
"315","Hawaii","forests",76.38684293,"Young","0842876d-92e7-4058-b1f4-c254310b2369","Fortini_2017"
"316","Hawaii","forests",0.075666513,"Young","efa89ef1-e14c-466b-9a75-38bf4bbc159a","Fortini_2017"
"317","Hawaii","forests",2405.583674,"Young","c3b99e38-7380-4756-bb1d-fbf1b00c8ec4","Fortini_2017"
"318","Hawaii","forests",384.0625307,"Young","427c7635-df71-457d-b909-fc5aee718459","Fortini_2017"
"319","Hawaii","forests",126.2037488,"Young","753ecadc-724b-43ef-9cfa-2d9e900bb42d","Fortini_2017"
"320","Hawaii","forests",1.754135649,"Young","db297adf-e494-4c26-a95f-6b30f38baf53","Fortini_2017"
"321","Hawaii","forests",202.2579216,"Young","d34853a4-f862-4459-b55e-cd8fa1e18427","Fortini_2017"
"322","Hawaii","forests",0.674194094,"Young","9bdc657e-b06d-448c-bc9d-5d7df1e01b55","Fortini_2017"
"323","Hawaii","forests",1.602289264,"Young","d908146d-8085-4f30-8b26-9d31cfcc8083","Fortini_2017"
"324","Hawaii","forests",13391.72975,"Old","02ee4f76-d61a-4f45-87e7-96ea08ae3388","Fortini_2017"
"325","Hawaii","forests",11293.05705,"Old","15bd0969-7ad9-4a52-9bf6-0922e672b7f9","Fortini_2017"
"326","Hawaii","forests",537.5162599,"Old","bf1786fc-3d06-4bac-907e-07101d263fb3","Fortini_2017"
"327","Hawaii","forests",2687.889423,"Old","84df3996-33e0-4e4a-9c4d-0e96ff136c55","Fortini_2017"
"328","Hawaii","forests",1326.146416,"Old","867db472-b21e-4cc9-8cfe-79406c6edc5c","Fortini_2017"
"329","Hawaii","forests",13485.44408,"Old","edd39b60-5e44-43fa-8e67-cbea18691265","Fortini_2017"
"330","Hawaii","forests",2662.585237,"Old","3dd75f24-b6cf-44b9-b271-e89e76993742","Fortini_2017"
"331","Hawaii","forests",15680.1983,"Old","17d89241-0fb0-4bd3-8e0a-b8a033ba3de1","Fortini_2017"
"332","Hawaii","forests",1976.754695,"Old","7b927e6d-0d14-4947-aa59-1a5555ed17c6","Fortini_2017"
"333","Hawaii","forests",2550.660152,"Old","7baf462d-bec4-4083-bcd5-16f70ec42434","Fortini_2017"
"334","Hawaii","forests",11569.52429,"Old","4d5d339c-277e-4ebf-9ffe-2400e7b21295","Fortini_2017"
"335","Hawaii","forests",1077.984439,"Old","acd45de0-fc58-491e-a037-316fff40ece3","Fortini_2017"
"336","Hawaii","forests",17911.30098,"Old","ce182d2f-1de3-4f85-a38a-56ecc6ff15e5","Fortini_2017"
"337","Hawaii","forests",9877.195396,"Old","d18518ea-05a5-4c4c-aa9a-fb8873aaed98","Fortini_2017"
"338","Hawaii","forests",4883.251044,"Old","8651d988-b469-4e85-a7de-15428d958236","Fortini_2017"
"339","Hawaii","forests",13680.5191,"Old","bf8fc36b-fd82-4f64-ab10-76d2e044b56b","Fortini_2017"
"340","Hawaii","forests",8089.853105,"Old","2de3c35b-e951-473e-b14c-d447ade0a860","Fortini_2017"
"341","Kauai","forests",55.00277318,"Old","9af13308-1260-4f1f-b036-ba1376416d88","Fortini_2017"
"342","Kauai","forests",1387.361693,"Old","bbc80a00-99a7-4d38-be41-d35f4066319b","Fortini_2017"
"343","Kauai","forests",210.6882871,"Old","d6a7bf00-07f7-4f05-bb8c-7aab466d350f","Fortini_2017"
"344","Kauai","forests",0.442691056,"Old","65089b95-69ee-46c0-9d6f-43019bc38cc6","Fortini_2017"
"345","Kauai","forests",294.603688,"Old","454d97a5-4b03-49e3-8011-68c0582861f1","Fortini_2017"
"346","Kauai","forests",57.6615829,"Old","0bb0dc47-8eb6-4e25-848b-2ce4d6bbb4d7","Fortini_2017"
"347","Kauai","forests",948.0448308,"Old","49b81b45-6468-4b68-aa2d-28f1c13c82e9","Fortini_2017"
"348","Kauai","forests",666.6589166,"Old","f3469fbe-2830-413d-944c-08a7ff1ceef0","Fortini_2017"
"349","Kauai","forests",490.2749607,"Old","38dc69b4-f01a-4c1d-8a90-5f71a641b8e3","Fortini_2017"
"350","Kauai","forests",110.7171289,"Old","2f83a194-0262-41f1-a573-8b5f9f3eca61","Fortini_2017"
"351","Kauai","forests",47.40831879,"Old","1568972d-cf83-4389-8d72-da75b48d0cec","Fortini_2017"
"352","Kauai","forests",62.30019293,"Old","bb5044d9-a40c-4aac-9827-b2b4e05624ba","Fortini_2017"
"353","Kauai","forests",1442.617277,"Old","9e5f050c-c3ba-47f4-8aaf-3f9fd36e8915","Fortini_2017"
"354","Kauai","forests",2238.297552,"Old","c97c42dc-5d77-4636-94a9-c161e1cbf0bd","Fortini_2017"
"355","Kauai","forests",715.0549921,"Old","00fad0e1-e44e-4973-9c01-3d4a33b79ed0","Fortini_2017"
"356","Kauai","forests",587.4235689,"Old","b32328df-c2b3-458e-8734-e2df869988c2","Fortini_2017"
"357","Kauai","forests",1255.036327,"Old","98437e92-53c0-40c6-a0c9-bb1931327114","Fortini_2017"
"358","Hawaii","forests",1680.736526,"Old","af3acf27-99aa-4d1e-a910-65d72222782f","Fortini_2017"
"359","Hawaii","forests",419.1128633,"Old","4dd1214e-7db0-484a-abc6-0628f0dc2591","Fortini_2017"
"360","Hawaii","forests",588.3918776,"Old","b07393ba-12e2-487f-a120-b265eb5d1d68","Fortini_2017"
"361","Hawaii","forests",70.53683135,"Old","c6384a41-f9e0-462d-a448-28ca81f30a60","Fortini_2017"
"362","Hawaii","forests",836.003065,"Old","d95386a0-1fc6-4b53-bbe2-d4f0ac25d4c9","Fortini_2017"
"363","Hawaii","forests",1753.73835,"Old","cea315e1-31b6-47e1-be40-a4e8eb6da1ee","Fortini_2017"
"364","Hawaii","forests",305.5992043,"Old","2f0b7c3d-a57d-4350-a9a6-3344cfad29fa","Fortini_2017"
"365","Hawaii","forests",62.15749757,"Old","a807a318-36f6-4200-a777-4f70722f2d03","Fortini_2017"
"366","Hawaii","forests",40.88779638,"Old","062a13ca-404a-4d5b-8bea-15ea545697ec","Fortini_2017"
"367","Hawaii","forests",629.2101679,"Old","24bc9347-019c-4f48-8a48-dbd5ab8d100b","Fortini_2017"
"368","Hawaii","forests",322.8847688,"Old","d6410556-5dea-4282-8e13-944c088dabfb","Fortini_2017"
"369","Hawaii","forests",2380.223299,"Old","6c909db0-26b6-4579-93d2-9298e0fef202","Fortini_2017"
"370","Hawaii","forests",103.2396542,"Old","dd7a9106-a9d2-4ca6-a5a7-a1e8b64e80b1","Fortini_2017"
"371","Hawaii","forests",2144.524373,"Old","e2a79c1f-b9f8-4d3e-997d-c9b6ac0af127","Fortini_2017"
"372","Hawaii","forests",3084.758032,"Old","dbc21bbc-63d2-49fa-a0fa-6ac7a214bba7","Fortini_2017"
"373","Hawaii","forests",179.7065936,"Old","bc0e7b3f-2bf9-49f5-9c26-e128aa18f59f","Fortini_2017"
"374","Hawaii","forests",2621.505316,"Old","f46e5808-fda5-4206-9ff3-9d70d4b181cb","Fortini_2017"
"375","Kauai","forests",297.5154568,"Old","f3c1e6aa-f3ca-4998-bc04-397ba31f2787","Fortini_2017"
"376","Kauai","forests",1242.881555,"Old","7c63e2df-007b-4fa4-93a9-5c5633566990","Fortini_2017"
"377","Kauai","forests",4130.632182,"Old","cde01760-f6bb-4f80-8674-9195fb85a9a2","Fortini_2017"
"378","Kauai","forests",4130.632182,"Old","cde01760-f6bb-4f80-8674-9195fb85a9a2","Fortini_2017"
"379","Kauai","forests",232.9398991,"Old","e0cff9ec-ea62-4df4-99aa-e5dc3a0639cc","Fortini_2017"
"380","Kauai","forests",86.48290071,"Old","3ee53207-de28-4eab-bbda-4e4a60275bca","Fortini_2017"
"381","Kauai","forests",346.4883529,"Old","30ccaf87-efa8-4979-b187-f7d1646aa785","Fortini_2017"
"382","Kauai","forests",824.1959104,"Old","710a0e9c-2dd3-4099-a156-7ed7f437122e","Fortini_2017"
"383","Kauai","forests",360.3300213,"Old","bcf579f0-a317-40bd-a27c-f2725023d538","Fortini_2017"
"384","Kauai","forests",3013.608677,"Old","ceb0d916-a370-4eb2-aa95-dd48ff6ec889","Fortini_2017"
"385","Kauai","forests",3013.608677,"Old","ceb0d916-a370-4eb2-aa95-dd48ff6ec889","Fortini_2017"
"386","Kauai","forests",256.4846252,"Old","ea7f827e-d4d9-49a1-9556-61c01bdc998b","Fortini_2017"
"387","Kauai","forests",697.3462979,"Old","cc4df631-05a7-43f5-9180-bfab0f809173","Fortini_2017"
"388","Kauai","forests",2422.155671,"Old","e1159584-607d-472e-9766-a443bcdc21ab","Fortini_2017"
"389","Kauai","forests",828.4006305,"Old","ed3eecde-6127-4376-ac22-8c10bef09561","Fortini_2017"
"390","Kauai","forests",1660.350102,"Old","0a4838a7-fb73-4613-9862-02667893e850","Fortini_2017"
"391","Kauai","forests",205.9146972,"Old","77df78d7-3aa0-4f06-8ce1-e304fddc05bd","Fortini_2017"
"392","Kauai","forests",1192.263915,"Old","5f478446-a498-4731-a526-aee701ac7cfd","Fortini_2017"
"393","Kauai","forests",1439.384564,"Old","3001e413-1b34-4499-bec1-4f39ed60428a","Fortini_2017"
"394","Kauai","forests",824.1959104,"Old","710a0e9c-2dd3-4099-a156-7ed7f437122e","Fortini_2017"
"395","Hawaii","forests",826.5369015,"Old","11751ee2-9c8c-4fce-bd2a-acbef70a404f","Fortini_2017"
"396","Hawaii","forests",652.210528,"Old","7755893f-892e-46aa-b814-b215b5386fae","Fortini_2017"
"397","Hawaii","forests",-15.40390835,"Old","b1cde121-ec74-4970-ab64-868446625156","Fortini_2017"
"398","Hawaii","forests",7.675044341,"Old","8bdd3416-8f1d-48f6-93f0-f9cc29681556","Fortini_2017"
"399","Hawaii","forests",155.7520269,"Old","fb1e2e7f-10a1-4c83-b5f3-4b2326534ff5","Fortini_2017"
"400","Hawaii","forests",59.17076286,"Old","fac6d70d-f5eb-4d47-921a-bbfcb7f812df","Fortini_2017"
"401","Hawaii","forests",1416.852195,"Old","89223c6c-375b-4a73-a4ea-78c34021ef9d","Fortini_2017"
"402","Hawaii","forests",568.5203421,"Old","d147734e-4255-476a-810e-df42c3e02ef1","Fortini_2017"
"403","Hawaii","forests",1859.894061,"Old","f99b2a61-924f-43b2-b51f-7b9f9a4bfa40","Fortini_2017"
"404","Hawaii","forests",3580.409093,"Old","7ab0e7ba-9394-4da4-a94b-b5b9829d829f","Fortini_2017"
"405","Hawaii","forests",3391.008671,"Old","aad90204-0039-466b-8728-ab0eb91533c2","Fortini_2017"
"406","Hawaii","forests",1076.124356,"Old","c5354639-e216-4072-a158-1e6e458d4547","Fortini_2017"
"407","Hawaii","forests",1791.640537,"Old","66073ddb-b7c8-4b33-b63f-73b7afed7fe8","Fortini_2017"
"408","Hawaii","forests",1776.222233,"Old","3eeec49a-21bc-4b4f-801b-cc77721b18cc","Fortini_2017"
"409","Hawaii","forests",1.34580813,"Old","68e6387a-deff-4213-b189-1c258d2ebcc2","Fortini_2017"
"410","Hawaii","forests",1475.577579,"Old","90ef1a3e-8e20-44cc-813f-46cf3f28daf2","Fortini_2017"
"411","Hawaii","forests",3707.229237,"Old","31e0efb4-338a-4d68-82de-89db1428fef5","Fortini_2017"
"412","Kauai","forests",532.6073078,"Old","4de319ec-aa55-4815-a504-2ce174d49885","Fortini_2017"
"413","Kauai","forests",736.389905,"Old","1c8725fe-8440-48d9-b7bb-f5d239bea0eb","Fortini_2017"
"414","Kauai","forests",1208.605494,"Old","1050c477-9140-4080-8319-b2a6472194f5","Fortini_2017"
"415","Kauai","forests",1704.008047,"Old","9587f8dc-f0d5-488f-9939-c5d5743f8d00","Fortini_2017"
"416","Kauai","forests",575.8159189,"Old","e73b6bc1-d269-4ee1-a3ce-110e7fc711d0","Fortini_2017"
"417","Kauai","forests",2706.861031,"Old","7271539f-18d1-4fae-90f4-5bba07410066","Fortini_2017"
"418","Kauai","forests",1540.581386,"Old","64b66ad3-2ffe-4b9e-aa39-eca0571db45a","Fortini_2017"
"419","Kauai","forests",915.3836654,"Old","62c4f337-0a2b-4338-96f3-eb4d67698373","Fortini_2017"
"420","Kauai","forests",429.0099512,"Old","453df23d-b9fd-4135-b2bd-548916ca1ec7","Fortini_2017"
"421","Kauai","forests",945.1344775,"Old","1b72c066-533c-4f13-8c8c-154b8f927963","Fortini_2017"
"422","Kauai","forests",1614.748623,"Old","f1515a0b-4f64-4405-9970-f0910b432255","Fortini_2017"
"423","Kauai","forests",2.357666427,"Old","d6c9dd1f-78fb-4c0b-a173-41ac5f23498b","Fortini_2017"
"424","Kauai","forests",1140.14812,"Old","72fc21cb-e921-4133-b603-e9502f1addb1","Fortini_2017"
"425","Kauai","forests",20.79630416,"Old","fbfcdb9a-8777-488b-b864-a32580b923b5","Fortini_2017"
"426","Kauai","forests",277.7004903,"Old","061b4191-6373-4994-9a4e-0e55d664335d","Fortini_2017"
"427","Kauai","forests",15.42198535,"Old","4f28acdc-3bf7-4a4d-9d49-a38b2e29698f","Fortini_2017"
"428","Kauai","forests",1467.739648,"Old","c5de9565-0280-4534-8a23-4ec3229caf93","Fortini_2017"
"429","Hawaii","forests",3512.091794,"Old","c633a09f-3dca-4ab2-92ef-390868f2b8fb","Fortini_2017"
"430","Hawaii","forests",2277.652545,"Old","c9206116-d24f-4f84-8c43-a32f1166ea4a","Fortini_2017"
"431","Hawaii","forests",5060.40007,"Old","69773131-8a48-497f-a930-3b8b17d929d1","Fortini_2017"
"432","Hawaii","forests",3646.729576,"Old","659cdb73-d145-4348-aabd-cc7d62645d6f","Fortini_2017"
"433","Hawaii","forests",4292.981894,"Old","59846dc7-4af3-46f8-b8b0-0a291823b23e","Fortini_2017"
"434","Hawaii","forests",6749.663203,"Old","95e549df-2bdf-4213-b75e-9b8a846ca96b","Fortini_2017"
"435","Hawaii","forests",1241.77569,"Old","39467aa2-ea7a-4930-a03b-a3c507d404cf","Fortini_2017"
"436","Hawaii","forests",3016.271851,"Old","b65cefb6-38da-404a-86b9-06618f24768b","Fortini_2017"
"437","Hawaii","forests",5544.253981,"Old","dcfa0c1c-83a1-4a35-bc90-cd2900e5614d","Fortini_2017"
"438","Hawaii","forests",6775.049013,"Old","6297c9e8-a7c7-4f13-9fa9-62ddc649920b","Fortini_2017"
"439","Hawaii","forests",387.7024875,"Old","50527314-5c63-4e97-9aeb-a13c5e2b240f","Fortini_2017"
"440","Hawaii","forests",731.5242965,"Old","a0b83b3b-a01a-4115-a48c-caa9482624fa","Fortini_2017"
"441","Hawaii","forests",11430.57768,"Old","becddef1-6efe-4df7-9ead-084dc6c4fe51","Fortini_2017"
"442","Hawaii","forests",9989.519828,"Old","a8c499de-639d-47ab-8a7e-a4048f3c7a11","Fortini_2017"
"443","Hawaii","forests",7374.252074,"Old","c8c3c5fe-c87d-4dd0-948b-414aaa28f8db","Fortini_2017"
"444","Hawaii","forests",2776.059171,"Old","a58cbb2f-7054-443d-862c-58a51e5ad991","Fortini_2017"
"445","Hawaii","forests",7151.412755,"Old","81679a45-d50e-4958-9176-46d69c80290d","Fortini_2017"
"446","Kauai","forests",6.469798759,"Old","ae6562a5-5fac-4640-9ba1-0f4a81211903","Fortini_2017"
"447","Kauai","forests",1450.68512,"Old","3e59d081-9651-4423-8956-b37efeef7bb2","Fortini_2017"
"448","Kauai","forests",170.0261993,"Old","fa96dbb0-cdc5-4143-ad16-66214761ced4","Fortini_2017"
"449","Kauai","forests",5.468512235,"Old","78ea0ea0-c08d-4297-ac00-1289a8b0b564","Fortini_2017"
"450","Kauai","forests",1119.037004,"Old","3c83109f-c6a5-492b-b55d-74c5a798a583","Fortini_2017"
"451","Kauai","forests",1158.548252,"Old","f9c28312-b7e1-4a14-ae00-459e278e1fb5","Fortini_2017"
"452","Kauai","forests",369.9712185,"Old","d998816f-3fe4-4e77-88f9-38d1100312a5","Fortini_2017"
"453","Kauai","forests",594.3610167,"Old","8b797ded-9053-41ae-a78d-6f6fee1e78d0","Fortini_2017"
"454","Kauai","forests",2973.79825,"Old","23885564-5d2e-4c68-8408-2ce1892088e4","Fortini_2017"
"455","Kauai","forests",4791.501123,"Old","a7be87d2-e95e-4972-a4c1-870e76de203a","Fortini_2017"
"456","Kauai","forests",15229.46486,"Old","e3b5e431-59f6-4ca8-83bf-6bb1827b4c28","Fortini_2017"
"457","Kauai","forests",350.1435545,"Old","bc519f4e-fd59-4f03-85f9-0d4b31df118c","Fortini_2017"
"458","Kauai","forests",4173.209213,"Old","ea9a9883-17e0-48bc-9a16-a844d030f815","Fortini_2017"
"459","Kauai","forests",433.1205296,"Old","c4e0cd68-e35a-4228-83b4-c235627d71b1","Fortini_2017"
"460","Kauai","forests",6152.115266,"Old","9d7c518c-bb82-43d0-b8d9-867802977d12","Fortini_2017"
"461","Kauai","forests",1734.380759,"Old","8f705e41-e751-440c-a15b-e6715f55faa5","Fortini_2017"
"462","Kauai","forests",61.82283848,"Old","0618a82f-d131-45d5-a443-d57beac6f3d0","Fortini_2017"
"463","Hawaii","forests",344.079062,"Young","5b5f5adf-3345-45b5-ad83-e27fcc60e6e0","Fortini_2017"
"464","Hawaii","forests",3839.93799,"Young","ff8c1699-6125-4a20-9c81-e82cd9103900","Fortini_2017"
"465","Hawaii","forests",706.196289,"Young","3af1ae4c-12e9-4537-a333-2dcf19804127","Fortini_2017"
"466","Hawaii","forests",927.5282433,"Young","ac81c9dd-ba88-44e8-ab7f-c6fd95af015a","Fortini_2017"
"467","Hawaii","forests",931.6280041,"Young","07a5b6fc-c27c-4359-822f-18f21981dbd3","Fortini_2017"
"468","Hawaii","forests",1034.506371,"Young","d19a6046-d859-4a1b-9bd2-38b0639524a7","Fortini_2017"
"469","Hawaii","forests",1068.317014,"Young","554bda74-f1ac-446e-8aa0-b2f6992911ad","Fortini_2017"
"470","Hawaii","forests",860.7386015,"Young","6cb26cf2-6f2e-4ede-9797-6326202b6772","Fortini_2017"
"471","Hawaii","forests",3061.88513,"Young","42b73c67-1090-497e-839f-39107e4f541c","Fortini_2017"
"472","Hawaii","forests",905.1525127,"Young","bc8fb7c5-26d1-4bc5-b878-aac2ccbee758","Fortini_2017"
"473","Hawaii","forests",1334.785138,"Young","b93ff4f1-ddee-4548-b6de-dd9be1d881c7","Fortini_2017"
"474","Hawaii","forests",1056.691563,"Young","5902194f-0a61-4427-b048-a07c6f2010d2","Fortini_2017"
"475","Hawaii","forests",475.2357162,"Young","157675ca-1048-4dd7-b729-d546502440de","Fortini_2017"
"476","Hawaii","forests",NA,"Young","07123811-e08e-4c53-8a2c-cc683113cb2e","Fortini_2017"
"477","Hawaii","forests",564.0534726,"Young","86015ae5-0b07-4b42-827f-68118a01a820","Fortini_2017"
"478","Hawaii","forests",684.5044587,"Young","50731b24-a4aa-49df-8e22-f60cec878671","Fortini_2017"
"479","Hawaii","forests",3721.177859,"Young","772fa16e-0e10-49b0-9b5d-6c0b2431ab98","Fortini_2017"
"480","Hawaii","forests",65.94535049,"Young","2d74c83c-2662-4904-8bfb-055e390eea4f","Fortini_2017"
"481","Hawaii","forests",35.15334274,"Young","3f6ac09d-2286-4da2-bd26-926d8ee16c17","Fortini_2017"
"482","Hawaii","forests",672.8790985,"Young","e1a80561-d2fa-426b-be5c-a69eefff1bbc","Fortini_2017"
"483","Hawaii","forests",13.90740388,"Young","f7340cc9-6a81-40b9-86fc-f13c6467b030","Fortini_2017"
"484","Hawaii","forests",404.8429084,"Young","ba10e855-f6b4-4a89-a19a-5eaf136557ce","Fortini_2017"
"485","Hawaii","forests",7649.255578,"Young","d024fdfa-3ed9-4ede-8cbd-5358d3b0225e","Fortini_2017"
"486","Hawaii","forests",837.990213,"Young","8833e6f2-dccf-41e7-8485-4e5a34b22bae","Fortini_2017"
"487","Hawaii","forests",225.6528955,"Young","4757f9e5-9121-4008-b0b3-6dd2023944f9","Fortini_2017"
"488","Hawaii","forests",251.9946803,"Young","6ab084e1-44b6-40c9-843f-2909eb7619cb","Fortini_2017"
"489","Hawaii","forests",60.91904552,"Young","d5715357-fead-45df-b0c9-c42bd279728b","Fortini_2017"
"490","Hawaii","forests",143.723124,"Young","b4d7f124-9e9e-41f2-bdf8-8e96572291ea","Fortini_2017"
"491","Hawaii","forests",25.02509559,"Young","16677a89-ee73-4b4b-b357-e54e4143bd77","Fortini_2017"
"492","Hawaii","forests",126.2263093,"Young","55ee435d-675f-4681-8f12-437ad4ef1466","Fortini_2017"
"493","Hawaii","forests",597.817639,"Young","c90fe272-471d-4e4e-bd4c-abb782795fe0","Fortini_2017"
"494","Hawaii","forests",114.9542737,"Young","af0076c6-d043-4f46-b253-b4b83c01e2a1","Fortini_2017"
"495","Hawaii","forests",2136.693607,"Young","b6312882-0d54-4148-92bb-8fe1eb906c0d","Fortini_2017"
"496","Hawaii","forests",4.252771247,"Young","6b1d3f1d-1149-4196-a89b-56a1443fe5f9","Fortini_2017"
"497","Hawaii","forests",55.55093906,"Medium","de1ad43e-fd0b-4bec-8b74-bd3f938cb16d","Fortini_2017"
"498","Hawaii","forests",185.3035976,"Medium","c48d2644-f438-4d0d-9b42-881284b58f2a","Fortini_2017"
"499","Hawaii","forests",37.43602527,"Medium","22405ea8-c771-4cb9-897a-6d3b362553bb","Fortini_2017"
"500","Hawaii","forests",52.8144594,"Medium","bbd67904-4b70-4595-82fa-5fbebb607547","Fortini_2017"
"501","Hawaii","forests",40.91823538,"Medium","1ded1560-121d-4900-b07f-94a7328b15b5","Fortini_2017"
"502","Hawaii","forests",62.79732093,"Medium","1fb1a12d-6a95-4714-815f-ded455a679e9","Fortini_2017"
"503","Hawaii","forests",44.72541268,"Medium","553ea6a3-3f2a-4fdf-a0a5-6dce246fab41","Fortini_2017"
"504","Hawaii","forests",57.30328077,"Medium","e639d7f0-bbbc-46f5-bb22-4e158e366307","Fortini_2017"
"505","Hawaii","forests",0.160201579,"Medium","40490514-ff3a-4944-89da-4120e35a8fae","Fortini_2017"
"506","Hawaii","forests",44.95380763,"Medium","e80f1789-0486-4488-8305-7fad33f35f85","Fortini_2017"
"507","Hawaii","forests",0.239425196,"Medium","eeedc208-cde9-4191-9ccb-edfb23c2a065","Fortini_2017"
"508","Hawaii","forests",26.98986471,"Medium","215a26e4-32ac-41fb-98b4-26853a6fbaa8","Fortini_2017"
"509","Hawaii","forests",0.468706013,"Medium","097a93b0-3f1a-4abc-b56f-35dbbcecc3ab","Fortini_2017"
"510","Hawaii","forests",0.140951016,"Medium","22f1bd8c-56fc-48cd-b05d-08283c2d1ff4","Fortini_2017"
"511","Hawaii","forests",11.54816649,"Medium","cf7cc798-e742-4a99-b04f-fc357c64aef3","Fortini_2017"
"512","Hawaii","forests",69.14544584,"Medium","854d3af6-0c78-41b7-aeff-6b7e7a6dafb7","Fortini_2017"
"513","Hawaii","forests",12.34784356,"Medium","f763d776-6c68-4439-809a-91682412c15c","Fortini_2017"
"514","Hawaii","forests",159.6507264,"Young","f894e504-e2ad-4b92-acd2-7fd7880791ec","Fortini_2017"
"515","Hawaii","forests",17.6490425,"Young","25087ba1-8da9-4663-8557-7a1980a334e0","Fortini_2017"
"516","Hawaii","forests",511.3590974,"Young","4ef92046-0d1e-4af9-b520-f5ce9186ef59","Fortini_2017"
